comment,label
anak anak jepang tertawa lihat ini,0
saya hanya mau asih tau ada technology yang nama headset atau tws kalau mau dengar musik begini doang mah atau datang ke gigs atau konser saja begitu dari pada tonton truck yang ada sound nya <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
wajah kampung semua ya,1
banyak itu manusia tidak guna ya,0
pov manusia penasaran sama dunia kerja,0
orang jawa keren wak orang jawa keren semua deh pokok pulau jawa best,0
sdm jawa serendah itu,1
lihat ini kawan mereka saling rendah sama jawa <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jawa tengah diam karena bingung ppn naik tapi umr stuck,1
hanya jogja di jawa yang tidak stres,1
begini amat hidup di jawa <EMOJI_MOAI>,1
yang jual agama dari jawa mana,1
jateng masih mending lah ya gaes,0
jawa dengan sibuk <EMOJI_MOAI>,1
sama sama sdm rendah kok saling hina <EMOJI_RAISING_HANDS> <EMOJI_RAISING_HANDS>,0
jogja klitih,1
jogja untung tidak ada <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
hina jawa tapi jalan depan rumah masih tanah adalah rasa sakit yang sungguh,0
bang sudah bang saya cpe tinggal di jateng <EMOJI_MOAI>,0
jawa tengah tembak,1
tanpa jawa pulau lain kumpul primitif <EMOJI_MOAI>,1
tapi ada sama dari ke jawa ini yaitu sama jual agama <EMOJI_MOAI> <EMOJI_MOAI>,1
saja saya hama bumi,1
jabar sunda emis,1
untung bukan jawa saya lho <EMOJI_LOUDLY_CRYING_FACE> <EMOJI_FOLDED_HANDS>,1
untung tenga bagi pucuk,0
yang paling resah jawa timur <EMOJI_CRYING_FACE>,1
untung saya banten bukan jawa <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
ingat kang tanpa jawa tidak ada yang nama indonesia <EMOJI_RAISING_HANDS>,0
sudah npc ya npc saja tidak usah manjatuhkan jawa yang sudah banyak di atas kalian,0
kalian luar jawa kah,1
hanya jogja saja yang normal <EMOJI_MOAI>,1
seperti adaptasi sudah tidak mungkin <EMOJI_CRYING_FACE>,0
fakta di lapang <EMOJI_SKULL>,0
saja team paling resah,1
jateng gus gus habib habib,1
kaya alam,0
jateng bagi barat hanya bisa istighfar lihat fenomena ini,0
di kapit anomali random cowok,0
sampai mereka satu pulau pun saling rendah karena malu nya dengan duduk sebut <EMOJI_MOAI>,1
jateng kan otak bansos di pilkada kemarin <EMOJI_MOAI>,1
reaksi banten,0
pengin beli tanah di ikn,0
jateng banyak klitih,1
memang dayak,1
jawa yang banyak main gus gus an itu dijawa mana,1
kata sunda bukan jawa der <EMOJI_MOAI>,1
goyang sadbor lama tidak promosi judol ge tuju saja <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
jateng yang lucu umr nya,1
jawa dengan ke primitif lokal,1
jateng maling mobil <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
sama sama punya dark sistem <EMOJI_MOAI>,0
jawa memang lucu ya,1
bagai orang jatim saya miris <EMOJI_MOAI>,0
jawa tengah jokowi,1
akak ganjar,0
untung saya jawa selatan <EMOJI_RAISING_HANDS>,0
mau di rendah ini tanpa jawa indonesia punya sejarah apa yang lain mana fungsi apa perlu diadaain genosida kalau tidak fungsi,1
jawa tengah mau aneh modal juga mepet,1
diy simak wkwk,0
yang komen juga banyak jawa harus dukung,0
biar saja selagi tidak ngerugiin kalian saling hina adalah propaganda luar untuk pecah belah bangsa waspada,0
jawa mid lain hama wkwk,1
kalau luar jawa masih bikin api pakai batu <EMOJI_FIRE> <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jateng rendah umr <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jaranan surup jawa tengah <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jogja aman,0
jawa tengah mah aman,0
yang tengah hama,1
jawa barat katai jawa langsung ngamuk jir <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jakarta kalau tidak jadi ibukota seperti bagaimana ya,0
lah jawa tengah bukan banyak gus gus sama habib habib yang jual agama <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
argh saya busung lapar,0
jawatengah gaji umk juta <EMOJI_CRYING_FACE>,1
jawa midlaner kena ras wkwk,1
tidak salah nenek moyang ku ikut transmigran ke medan <EMOJI_FIRE> <EMOJI_FIRE>,0
paling wadidaw pulau jawa itu benar diibukotanya soal ada gedong dpr <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
alhamdulillah hidup di jawa ngapak sudah terlalu nyaman,0
sadbor masih lebih baik buka loker tanpa syarat batas umur tidak ngerugiin orang lain,0
salam dari banten kidul,0
demi fyp sampai nyebut nama suku jawa,0
laku sunda sama jawa <EMOJI_MOAI>,1
di rasisin suku lain saling ras sama jawa <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jawa tengah keluar malam malam klitih liar <EMOJI_SKULL>,1
bangga lahir di sumatera <EMOJI_FIRE>,0
di jawa tengah penuh bot,1
kok lihat komentar jawa haters unik unik ya <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
untuk jakarta tidak masuk wkwk jakarta mah bagi komenin doang,0
mending sadbor tidak ngerugiin orang lain,0
untung jadi warga jogja <EMOJI_SMILING_FACE_WITH_HALO>,0
jawa tengah lagi musim gus gus,1
budaya russia perang,1
jawa tengah paling normal,0
yang joget ngemis ngemis di tiktok suku mana sih,1
pada urus tentang ras saja ya,0
pulang benar di sulawesi,1
antem kalian javva,1
seperti memang ada yang ingin pecah belah berapa bulan telah milu ini banyak orang sangat ras tentang wilayah indonesia,0
jawa kenapa sih,1
hadeh admin puber esempe ini mau adu domba,0
pulau jawa hanya jakarta yang masih waras,1
jateng umr rendah gara jabat tahun tidak ada tingkat samsek itu umr <EMOJI_CAT_WITH_TEARS_OF_JOY>,0
yang penting tidak rugi orang lain <EMOJI_FIRE> <EMOJI_FIRE>,0
meme bocah bocah sampai akun meme hasil beli juga ini,0
jawa tengah mafia sholawat,1
mayoritas jawa sdm rendah,1
team sumatra utara saya bang <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jangan disamain ya mereka mah jamet,1
djawa adalah koentji menang,0
serba serbi jawa,1
sama jawa saling rendah <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
orang saja memang beda kayak mereka dianugrahi kuping baja yang kedap suara dari tuhan,1
pokok indonesia kalau tidak ada jawa tidak seru <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
astaga dia jawa,1
memang anjing cok umr jateng rendah sangat,0
ada apa dengan jawa tengah kenapa umr nya tidak ikut barat sama timur <EMOJI_CRYING_FACE>,0
itu jawa,1
orang sunda mana mau sebut jawa <EMOJI_MOAI>,1
jawa kontol,1
kurang madura,1
ras nya anak kampung,1
jerit tak pandang minggir dulu <EMOJI_RAISING_HANDS>,0
ini lah alas pulau jawa sering kata katain ya perkara ini,1
tipe tipe jawa dan karakteristik,1
sama jawa tidak boleh saling hina <EMOJI_MOAI>,1
yang percaya habib habib palsu itu jawa mana,1
asa jawa dulu tidak seperti begini deh,1
india nya indonesia <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
kategori vrindavan <EMOJI_MOAI>,1
pesilit ada di timur dan tengah jangan lupa <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jawa tengah mulyono buat susah anak cucu,1
ini kah yang sebab ibukota pindah <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
sudah selesai masih saja goreng sat,0
plat saja mana nih kita aman bos  emoji smiling face with heart-eyes ,0
jawa dan sunda adalah,1
jawa <EMOJI_RAISING_HANDS>,1
halah umr juta hibur diri <EMOJI_CAT_WITH_TEARS_OF_JOY>,0
jateng masih jaga adat dan tradisi,0
suatu syukur tidak lahir jawa,1
umr rendah sok keras,1
jawa sama sumatra sama saja banyak binatang purba,1
jawa tengah rebut gus gus <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
kalau dijateng ada gus gus kan satu sama jatim jadi sama dijateng pun juga ada gangster geng motor sama seperti jabar soal kan satu jadi sama <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
hanya jateng orang benar,1
semua suka jawa <EMOJI_MOAI>,0
jawa midlane,1
orang luar jawa pada hah heh hoh lihat sama jawa pada ribut <EMOJI_FACE_WITH_TEARS_OF_JOY> btw saya juga tinggal di jawa,1
bhineka tunggal ika nya luntur <EMOJI_RAISING_HANDS>,0
kalau yang suka habib gus jawa daerah mana ya,1
hanya beda jenis hama nya saja <EMOJI_MOAI>,1
jateng adalah awal mula rusak tatanan indonesia <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jawa tengah sibuk di bidang politik ehm,1
tidak ada cara lain,0
jawa tengah begal klitih,1
untung guwa di sumatera utara tidak masuk list yang begini <EMOJI_FACE_WITH_ROLLING_EYES>,1
tapi orang jateng banyak tidak neko banding jawa bagi lain,1
jawa kenapa sih,1
masyarakat masyarakat perintah,0
jawa tengah gus gus sama ada oknum habib <EMOJI_FACE_WITH_OPEN_MOUTH>,1
prpinsi jogja simak,0
saya sunda dan saya bangga,1
maaf kita sunda bukan jawa <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
begini pun sumber suara <EMOJI_MOAI>,0
untung saya jawa ngapaj <EMOJI_FIRE>,0
jawa tengah tempat orang mumet umr rendah bahan pokok pajak naik terus,1
hoba awok awok,0
sound horeg sudah mulai masuk jateng juga,0
jawa timur sudah tidak tolong jir,1
jawa tengah tuh masalah keluarga solo,1
bal simak <EMOJI_MOAI>,0
jogja tidak ikut jawa kan ya <EMOJI_MOAI>,1
untung saya lahir di jawa selatan <EMOJI_MOAI>,1
hati hati banten dan sekitar takut kena wabah sdm <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_MOAI>,1
umr rendah tapi lihat destinasi wisata paling tinggi nyala jawa tengah <EMOJI_FIRE> <EMOJI_FIRE>,0
jateng diy simak,0
region saling hina <EMOJI_CAT_WITH_TEARS_OF_JOY>,1
jawa doang,1
jawa tengah ada raja jawa <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
umr sragen halo,0
jawa tengah kaya aga mending deh,1
hebat apa sih kalian bre,0
lho lho jawa tengah ada keluarga fufufafa,1
belum sumatra ini,0
pesona jawa sebar hingga pelosok negeri <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
gp jawa dari pada batak dan mang,1
akun yang olah olah tuju bikin onar,0
tidak ada yang guna jawa,1
jawa tengah lebih gede umrnya dari pada jogja ngab,1
sosok asli huni jawa,1
jawa tengah ada itu sih main kyai an,1
rata rata jawa nih hama pantas banyak jadi,1
jawa lah begini anjir <EMOJI_MOAI>,1
jawa tenggara <EMOJI_SKULL>,1
dari pada kamu pridapan,1
umr rendah kami bukan hasil viral dan tidak bikin repot kuping orang,0
vidio yang di jabar dan jatim bikin emosi lihat,1
sadbor seengak nya tidak gnggu orang,0
tidak boleh ras tapi mereka sendiri yang minta kan,1
jateng umr rendah tapi semua ada murah <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
yang sering surup jawa mana der <EMOJI_MOAI> <EMOJI_MOAI>,1
luar jawa tidak ada adab apa ya tidak pernah ada kbar,1
jateng paling enas,1
banyak orang jabar tidak mau di sebut jawa,1
jawa tengah pada naik gunung semua <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
pengin sangat bikin banten jadi suatu pulang yang pisah dari jawa <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
lucu lihat orang jawa rendah sama orang jawa,1
orang solo mantau,0
info provinsi safe zone,0
wajawa,1
jawa utara penuh dengan truck sound rem yang bikin mual jir,1
ingat jawa barat bukan jawa,1
sadbor mah tidak resah orang banyak kalau sound horeg itu resah orang banyak,0
jadi pengin libur ke pulau jawa,0
untung cianjur,0
banten tidak ajak bang <EMOJI_MOAI>,0
ada padang tidak,0
untung saya di jawa utara,1
umr rendah tapi sdm tinggi <EMOJI_BEAMING_FACE_WITH_SMILING_EYES>,0
jawa barat ke begini tidak yakin saya,1
jateng itu umr rendah tapi masih banyak harga barang yang murah jadi pandai nya pakai saja sbnrnya moga bisa pulih ikut yang lain zaman pak prabowo,0
jawa orang tua tapi kalimantan timur tempat lahir dan besar,0
bagai jawa,1
pantas orang jawa pada ke jakarta ini sebab nya kali ya <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
ras,0
mana saja nih yang dari jateng wkwk,0
jawa tengah ada mulyono fufufafa sama ganjar,1
jawa tengah kasus curanmor di pati <EMOJI_MOAI>,1
tebak pulau inisial jawa,1
sory saya jawa barat tapi saya jijik lihat joget sabdor apalagi sampai satu kampung geli lihat nya juga,1
vrindavan nya indonesia jawa apa teman,1
jateng gus gus itu bagaimana <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
umr rendah bukan salah warga dong,0
solo untung tidak ada,0
kagak ada yang jelas,0
jawa mana yang jual agama,1
jatemg gangster,1
orang kalimantan nyantai dulu tidak sih <EMOJI_MOAI>,0
untung jaksel bukan bagi dari jawa wkwk,1
memang jabar itu jawa,1
jangan lupa damage hancur besar buat indonesia dari jawa mana <EMOJI_MOAI>,1
pusat nya kaum sdm rendah primiitf ada di pulau jawa prindaapn nya indonesia,1
tanya sama sih agus,0
<EMOJI_FACE_WITH_TEARS_OF_JOY> lah kalian bikin sound gelegar mudah <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
jateng dari dulu tidak neko neko,0
hanya jawa utara dan jawa selatan yang tentram <EMOJI_FIRE>,1
tapi di jateng damai sangat,0
harus jawa tengah pandang nya,0
jawa tengah pati doang aib nya,1
cukup dengan perjawaan lagi,1
syukur sangat tidak lahir dijawa <EMOJI_MOAI>,1
jawa tengah gus gus kontol <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
pati,1
jawa jawa kalian baku adu saja,1
untung saya jawa normal,1
yang terahir gelapin mobil <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
hai jawa tengah jangan playing victim ya ingat kamu punya pati <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jateng kepung jamet <EMOJI_MOAI>,1
malu maluin benar saya hawa tapi tidak ada demen nya sama begitu bgtuan <EMOJI_MOAI>,0
untung saya di jakut jawa utara,1
jawa utara tidak ada,0
timur paling tidak modal milyaran,1
jogja dong senggol dong <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
jawa maju depan modern baik <EMOJI_THUMBS_UP>,0
hanya jawa selatan yang selamat <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
tahun sudah tidak di jawa,0
postingan provokatif bukan sih,0
gin sdm kita hingga saling rendah suku dan agama,0
west coast sama east coast banyak tingkah haha,1
bagai macam jawa,1
tampa mereka sadar jawa kota lebih asik dan maju daerah lain masih hutan dan jala masih lumpur <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
saja tank mafia solawat,1
jawa tengah seni yang surup itu lo <EMOJI_MOAI>,1
joget orang sakit <EMOJI_FACE_WITH_TEARS_OF_JOY> sunda mah paling beda <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
pati jawa mana sih,1
<EMOJI_FACE_WITH_TEARS_OF_JOY> bikin begini rasa lebih baik min yang laku tidak lebih dari dari dua provinsi sebut,0
kumpul dark sistem memang nyata <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
banteng dong wkwk,0
umr rendah kata <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
jateng ada pati kota maling <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jawa tengah netral <EMOJI_MOAI>,0
jawa barat itu suka bumi doang,1
lelucon jahiliah,0
hanya semarang yang tidak neko neko,1
nasib tinggal di jawa <EMOJI_MOAI>,1
untung banten masih normal,1
ini bagai contoh yang banyak bilang oleh orang orang dari para player game mlb meresahkn <EMOJI_FACE_WITH_ROLLING_EYES> <EMOJI_LIGHT_SKIN_TONE> <EMOJI_RELIEVED_FACE> <EMOJI_UNAMUSED_FACE> <EMOJI_SMIRKING_FACE> <EMOJI_HAMMER>,0
terus presiden kita orang apa dari dulu,0
kalau gabung total jadi next vrindavan <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
tiktok tempat sarang indonesia emas <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
jakarta lebih aman der <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
coba hama,0
raja jawa ada tengah <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jawa kontol,1
untung saya jabodetabek <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
tidak semua jawa begitu tapi yang begitu sudah pasti jawa,1
kalimantan ada juga yang joget tidak jelas ya bang,1
sama jawa saling hina sih oke saja ya imbang tapi kalau luar jawa hina jawa asa seperti warga vrindavan hina indonesia <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jawa tolol jawa goblok,1
anjay saya orang sukabumi malu,0
sudah waktu kita lepas dari belenggu jawa <EMOJI_FIRE> indonesia bukan jawanesia,1
sini mampir wonosobo saya yang jadi fotogravrnya deh,0
combo yang saling lengkap,0
jawa tengah jaranan surup,1
orang dengan genetik saja,1
jateng diam diam bae lah daripada seperti tetangga <EMOJI_GRINNING_FACE_WITH_SWEAT>,1
jawa dengan keanekaragaman nya <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
untung saya asli banten bukan jawa <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_MOAI> <EMOJI_MOAI>,1
alhamdulillah tinggal disumatera <EMOJI_RAISING_HANDS> <EMOJI_MOAI>,0
cari uang sambil joget di jabar lalu beli salon di jatim telah itu di rental ke jateng dan tidak pernah kembali lagi,1
jateng dih kasta rendah di jawa wkwk <EMOJI_FACE_WITH_TEARS_OF_JOY> jalan rusak umr rendah pimpin korupsi <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jateng bagi ngrasa malu sih <EMOJI_GRIMACING_FACE>,0
turut saya kaya hanya jateng ya yang normal yang tidak waras hanya gajih umr nya <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
yang kata sdm paling maju ups,0
kamu bilang jateng umr rendah tapi di daerah jawa barat banyak tuh yang jadi emis <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
tidak nya jawa barat tidak bikin onar <EMOJI_BEAMING_FACE_WITH_SMILING_EYES>,1
banten ada apa ya,0
jateng jogja aman,0
barat dan timur kompak udik,1
semarang kreak <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
alhamdulillah saya orang jawa bagi tenggara,0
apakah benar yang kata orang jawa hama <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
alas wali songo di utus untuk dakwah di jawa <EMOJI_MOAI>,1
memang benar ya kalimantan itu di atas jawa,1
jangan di jawa tengah siapa yang joget <EMOJI_MOAI>,1
alas papua tolak transmigrasi ya ini,1
untung jawa selatan alias cilacap <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
yang suka korupsi jari jawa mana,1
jawa mah begitu suka ting <EMOJI_MOAI>,1
indah toleransi <EMOJI_FOLDED_HANDS> <EMOJI_FOLDED_HANDS>,0
saja dengan segala problematikanya <EMOJI_MOAI>,1
jangan biar mereka kumpul jadi satu,0
itu yang joget hanya di salasatu kampung doang tidak seluruh jawabarat kalau sound horeg hampir semua kota di jatim ada <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jawa pride dengan segala agam nya <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jateng relate sangat anjir <EMOJI_MOAI> <EMOJI_MOAI> mengsedih umrkuh <EMOJI_CRYING_FACE>,0
untung saya jawa utara <EMOJI_MOAI>,1
saya jawa timur tidak ada itu begitu begitu ingat lol jatim itu luas,0
untung sumatera <EMOJI_FIRE>,0
untung saya jawa tengara jadi alhamdulillah aman dari banjir,0
negeri konoha belah kan memang aneh <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
karena jawa tengah bagai tengah jadi nikmat dari timur dan barat <EMOJI_MOAI>,1
mending sadbor bagi beras dari pada jual agama <EMOJI_MOAI> <EMOJI_MOAI>,0
semua elemen asal dari jawa,1
suku malas ngemis,1
jawa barat sudah ngurangin ges,0
prinjavan bagi jatim jaipur timur,1
jawa tengah miskin <EMOJI_CRYING_FACE> <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jawa tengah banyak main khodam coba cek di tiktok <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jateng dengan pati nya <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
macam laku warga di pulau jawabanten hal ghaibjakarta bocah tawuranjawa barat ngemis onlinejawa tengah jual agamajawa timur sound horegd i ya jogja klitih <EMOJI_MOAI>,1
jawa barat malu,1
efek dari padat duduk nafas pun sulit jadi nya kurang oxigen dalam otak,1
untung saia jawa tenggara,1
semua jawa kena <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
daerah istimewa jogja selamat,0
di kalimantan juga ada yang begitu malam fullsound karaoke walau yang nyetel orang tebak pulau,1
banten jakarta jawa tengah masih aman dan waras alhamdulillah <EMOJI_MOAI>,1
jawa selatan aman bos quh <EMOJI_MOAI> <EMOJI_RAISING_HANDS>,1
kaya jawa bakal tenggelam sih,1
malaysia ini lah jawanesia <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
sih jawa barat yang tidak mau dianggep jawa nyata lebih jawa dari jawa,1
sadbor mending hasil di bagi ke warga kampung,0
jawa tengag gus gus an,1
diy ngopi lihat tetangga pada rusuh,1
bos kubur jawa mana om,1
semua di jawa <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_RAISING_HANDS>,1
tapi jawa kan kunci,1
jawa sambil duduk ngopi dan rebah ketawa ngliat kalian beritingkah laku <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
saya yang jateng kabupaten banjarnegara,0
tidak maksud bela tapi yang jawa barat kan tidak ganggu masyarakat sekitar,0
yang jabar tidak ganggu deh kayak,0
jateng surup,1
jawa selatan ada tidak,0
jauh ini jawa tengah paling normal <EMOJI_MOAI>,1
jateng konser gus gus an,1
pulau paling beban apbn pengin pisah saja jangan ada jawanya,1
tidak di ml tidak di real parah memang jaw,1
itu yang di jabar pindahin saja ke jatim bawa sama rombong skalian,1
ah belum berapa itu sini main ke,0
tidak tau kenapa senang saya lahir di luar jawa <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jateng tidak hanya umr tapi ladang perang politik redbul dan mukidi <EMOJI_FIRE>,1
jawa tengah bagi barat yang paling anteng mas <EMOJI_MOAI>,1
banteng tetap ngopi nyantai tonton,0
semarang aman <EMOJI_RAISING_HANDS>,0
benar juga <EMOJI_MOAI>,0
jawir <EMOJI_MOAI>,1
jawa itu pulau atau suku,0
tetap saja luar jawa banyak rantau ke jawa buat cari kerja ke kota maksud pulau ya bukan prov,1
orang jawa makin ke timur makin aneh laku nya <EMOJI_MOAI>,1
jawa tengah dengan gus gus <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
yang mimpin negara ini dari awal merdeka sampai detik ini tetap suku jawa yang jadi big king nya jadi saya walau rakyat jelata biasa bangga jadi bagi suku jawa salam bhinneka buat soudara bangsa semua,1
untung saya lombok ntb,1
bukan orang jawa tengah yang bilang sdm rendah malah saya suka dengan ini,1
siapa itu pak ganjar break dance ya,0
jawa jawa jawa <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
terlalu banyak gaul sama kubur jadi begini <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
presiden kita kalau tidak asal dari jawa pasti maju ini negara,1
jenis jenis jawa dengan skil nya masing masing,1
note ini alas kenapa indonesia itu beda dari jawa jadi kalian paham kan ini budaya jawa,1
pati sudah bukan jateng pati masuk jawautara,1
jawa tengah tempat orang santai <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
jogja banten simak,0
apakabar klitih di jogja mas,0
laku wadidaw jateng pas kemarin pilgub,1
ingat kata pki jawa adalah koenci,1
jawa hama,1
tapi jateng tidak ngemis online <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
jateng umr rendah  emoji smiling face with heart-eyes ,1
cuk jabar mental nya memang ngemis ya,1
jawa tengah ternak isilop <EMOJI_RAISING_HANDS>,1
gus gus jawa mana ya,1
tahan hadap miskin sebar apit insanity,0
umr rendah tidak banyak tingkah,0
yang barat dan timur banyak tingkah umr nya lebih tinggi daripada yang tengah anggur pun limpah,1
jawa tengah orang surup,1
tapi umr kami di semarang lumayan lo <EMOJI_MOAI>,0
orang jawa tapi malu aku orang jawa kalau di luar pulau jawa ngakunya orang jakarta,1
mana ada jawa tengh begitu,0
daridulu hanya jateng dan jogja yang tidak aneh aneh,1
pulau jawa saat ini landa krisis moral ketik untuk selamat jawa,1
untung saya jawa gunung,0
memang yang netral hanya jawa tengah <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
umr rendah plus wilayah rawan gelapin mobil atau motor rental,1
jawa barat agak lain memang,1
maaf bang demak lagi rob bagaimana ini woe <EMOJI_MOAI>,0
jawa jawa biang masalah <EMOJI_MOAI>,1
jawa apa yang tenggelam,1
jawa tengah bagi barat adem ayem <EMOJI_MOAI> <EMOJI_GRINNING_FACE>,0
apakah umr pengaruh pola masyarakat,0
lagi adu mekanik <EMOJI_MOAI>,0
luar jawa kalau dirasisin balik langsung ngancam pengin merdeka,1
saya suka jawa pergi dari jawa hidup kok ribet,1
jawa tengah klitih mana mana konflik papua,1
saya jawa timur tapi saya bangga dengan jogja <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FIRE> <EMOJI_RAISING_HANDS>,0
sok tau sangat,0
tidak banyak tingkah cuman agak lain <EMOJI_MOAI>,0
jawa tengah tidak bisa ngapa ini soal takut di dor,1
teriak jawa jawa jawa tapi tinggal nya di depok <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
wkwk saya saja orang jawa malu anjir lihat para jamet,1
saya bagai orang jawa dan jatim saja juga heran bang <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jogja tidak ada ya,0
solo santuy <EMOJI_RAISING_HANDS>,0
banten dan dkj simak lur <EMOJI_MOAI>,0
jawir mulai,1
bisa lihat dari sdm nya,0
jawa aib bangsa <EMOJI_MOAI>,1
kalau di gabungin bagaimana ya apakah akan party rusak dunia wkwk <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
jateng simak bos,0
jatim mulai bawa keorindavanan mereka ke jateng,1
harus ada jawa utara dan selatan biar aman,0
jawa primitif,1
paling hanya bocil kamu,0
pasti yang posting suku primitif ini,1
jogja klitih,0
jawa yang waras ya jawa yang di luar pulau jawa,1
plat a cuman bisa hem,0
jawa tengah darksystem ml,1
teman saya jateng makan beling,1
benua jaipur memang,1
jawa londo ireng <EMOJI_MOAI>,1
padahal pulau jawab ada racunya cuman yang lagi nait daun jabar sama jatim saja,1
banten dan jakarta simak,0
pantas masuk tiket gunung jateng pada murah murah,0
biasa lah hari hari makan jengkol <EMOJI_MOAI>,0
jawa timur nyala <EMOJI_FIRE>,1
jawa tetap lah jhaw <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
untung saya jawa selatan wkwk,1
survey bukti kalau jogja duduk peringkat ke bagai provinsi dengan sdm yang tinggi <EMOJI_FIRE> <EMOJI_FIRE>,0
jabar cenderung lebih ke ngemis sih <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
umr ngebunuh rrakyat,0
nama pulau harus di ganti,1
baru tau sadbor dari jawa barat,0
saya jogja mas,0
jateng gunung bre,0
masalah hibur dari timur sama barat mulai jamur di area tengah <EMOJI_LOUDLY_CRYING_FACE>,1
yang salto mana,0
