comment,label
ampun itu sdm rendah semua penontonnya,0
Kapan diadain lagi ya kira2? Saya mau ketinggalan,0
Ko aspal di simpen di leher :(,0
Malang hama====================>>>>>>>>>>,1
Alhamdulillah d Karawang ga ada,0
Aneh aneh emng jamet,1
Ada 4 tipe orang yg gak bisa dikasik tau/ dinasehati :- Pemain Slot- Fans MU & Madrid- Simpatisan Sound Horeg- Kang Parkir Alfamart/ Indomaret,0
India moment,1
Kurang hiburan sekali,0
Gak semua jawa kaya gini...tapi ini pasti jawa,1
Ga budeg apa ya?😂,0
biasa orang jawa😂,1
Muka muka butuh bansos,0
Tontonan yang sangat menarik.. kita bisa menirunya di rumah 😂😂😂😂 nyalain speker sambungin bluetooth gasss voll... mamih auto ngamuk 😂😂😂,0
Hiburannya JAMET 🤣,1
udah gajelas bngt jir🗿😂,0
antara prindavan dan Rohingya ini mah,1
Ini asli khas JAWA👏👏,1
Hama cabang jawa,1
Saya pindah dari Jatim gara� ini sekarang di Sulawesi,1
Tumben bukan JAWA 😂😂😂😂😂,1
Anjirr nontonin sound sistem doang😂 SDM nya ampun dah,0
Keren banget yaaaa❤️❤️❤️❤️,0
Dari sekian gitu banyak orang ga ada yang niat mau ngerusak??,0
Setuju prindavnnya indo,1
Wajah wajah orang jawa😢,1
Jatim hamaa anj,1
Beban populasi,0
Muka2 sdm rendah😂,0
PRINJAWA😆😆😆,1
Prindapan = Jatim ☠️,1
Ngaco prindapan yang ikut�an,1
prindapan bagian mana ni....tolong JAWA b yaaaaa guys,1
emang bener vibes pridapan sdm rendah gamau nerima fakta,1
Biarin aja selagi masih di kota mereka.. asal bukan di kota kita,1
prindavan cabang lokal😢😢😢,1
MUSNAHKAN JAWA DAN MEDAN,1
cita cita ku pengen punya sound horeg yang bisa ngeluarin suara sampe yang denger bisa tuli. biar jadi pelajaran buat semua yang nonton,0
Gada kerjaan bngt 😂,0
PRINDAVAN KOK DI TIRU BLOK?,1
Buset india 🤣,1
Nonton apa dengerin?,0
Jawa 50 tahun silam😂😂,1
Prindafan pindah ke indonesia,1
Orang2 dengan jiwa seni yang tinggi sedang berkumpul,0
pulau jawa mana suaranya kocakkkk,1
Tebak yang pengangguran ------>😂,0
Ini kan siklus perdagangan dan marketing. Bos sound itu siapa namanya yg klo diri sambil ngerokok rambut panjang. Nah dia jualan sound. Trs dia bikin lah perlombaan sound. Jadi gengsi gengsian dong. Ahirnya dagangan dia laku. Yg beli seneng. Yg nonton pada Congean 😂,0
Orang orang pada knapa ya makin kesini makin kesana,0
Astaghfirullah ancur negeri ini 🫠,0
Mending kerja sehari dapet tuh 100😂,0
Kaum primitiv pd ngumpul,1
astaganaga nontonin gituan doang 😮 mereka kenapa sih 😢,0
Kayaknya terpisah dari sesama spesies nya yang ada di vrindapan,1
JAWA dengan segala keanehannya,1
Musik/frekuensi adalah salah alasan menjaga rantai perbudakan itulah mengapa pejabat publik/politisi seringkali menghadirkannya ke masyarakat.,0
Mohon jangan dicela 😂😂,0
JAPRIN ( jawa prindapan ),1
Kalau saya sih sbg PKL yg penting jualan laku walaupun heran knp orang2 suka cuma lihat sound sistem .,0
Emang SDM rendah sih,0
Perilaku daerah sesuai SDM nya,1
Masih mending nonton jaranan,0
tebak pulau dari bentuk muka,1
Ini kira2 warasnya dimana ?,0
ooh warga rohaniya udah berkembang biak ke ja*a ternyata,1
NORAK AMAT YA😂,0
gua salahsatu yang suka nonton sound horeg,0
Hduh prindapan dasar,1
serunya dimana bjir?,0
India ngapain ke sini sih,1
Mirip kaya d jawa,1
Mending pergi kerja dari pada nonton horeg😑🗿,0
Gerombolan SDM Rendah semua,0
PROPINSI DENGAN MAYORITAS KAUM DUNGU DAN TERBODOH DI INDONESIA,1
mungkin dirumah ga ada apa²,0
PRIMITIF LEBIH HINA DARI PRINDAVAN,1
Prindapan versi Indonesia yg cuma ada di jawa,1
Manusia kasta apa ini?,1
hama alias prindapan alias sampah masyarakat Jawa Jawa hama hama,1
Kumpulan manusia bodoh..,0
Apa enaknya? Pantes gak maju negara inj,0
Yg penting suara adzan gak kau abaikan...klo sound kek gitu lu tertarik dan suara panggilan adzan kau abaikan itu namanya kocak,0
Padahal udah jelas. Tapi pada ga terima dibilang SDM rendah,0
Bisa gk sh daerah2 model bgni dilarang ikut pilpres cz nasib indonesia cm di tentukan daerah2 model bgni,1
Ajir suara jemberr,0
Ini jelas jelas jamet prindavan ireng malah di bilang trend,1
Ga ad bedanya kalian dgn prindavan,1
fix jawa yang ngaku sdmnya tinggi ! tapi nyatanya,1
HTM nya berapa ini ya?? Panitia lebih untung karena gak perlu ngundang artis 😂,0
Mereka semua objek & subjek orang2 pintar yang merencanakan sesuatu untuk kepentingannya,0
ni orang baru turun gunung apa gimana yak bingung gua.🗿,0
JAMET PANTESAN COK GA HERAN LAHIR DI KAMPUNG,1
Jatim prindavan 🗿,1
Gila ini benar orang Indonesia SDM rendahnya sebanyak ini😢,1
Aura warga prindapan,1
Kl mabok sih mnding lah ini sadar ntn speker..,0
Bukan Semua Jawa Kayak Gini Yg Kayak Gini Udah Pasti Jawa,1
Tren budaya prindavan....sound horeg salto tempat umum....,1
SDM SUPER RENDAH,0
generasi BOLOT😂😂😂😂,0
Njir..gw denger di video ini pake earphone aja udah puyeng apa lagi kalo denger langsung😂,0
Bisa dibedakan mana orng kaya sma orng miskin dari tmpt dimana mereka milihi hiburan..,1
jadi inget jaman dulu maun nntn aja kudu nyewa layar tancep sekarang di sana mau denger musik aja kudu nyewa 👏,0
Gak jauh beda dengan india ya nama nya indiajawanESIA😂😂😂😂😂,1
ini mah bukan nonton ada kegiatan yg lain,0
Jawa Banglades,1
hiburan jamet ya bgini,1
Saya cek di vidio ini siapa tau nemu temenku waktu kuliah dijogja dulu. ternyata aku lihat dengan teliti dan cermat temenku tidak ada di vidio ini,0
😂😂😂😂ternyata kasta Dalit dari Jawa banyak juga😂😂😂😂 11-12 ama prindavan,1
Jamet fomo semua anj,1
Wajah2 Orng kampung prindavan v2,1
Norak jatim,1
PRINDAVAN UDAH PINDAH DAERAH 😂,1
jenis miras apa yg mereka tenggak?,0
Aneh nya kek gini yang niru banyak,0
ATIM HAMA INDONESIA ------------------>>>,1
Kukira luar negri ternyata negara sendiri,0
Emangnya dari jarak jauh gak kedengaran ya???? Apa emang sengaja pengen jadi budeg sekampung 🙄🙄 pada sayang diri kenapa!! Ntar telinga kaliann kenapa-napa ngeluh ke Tuhan😢,0
Malu'2in bangsa dan negara,0
Gini amat 😂😂😂 maap tnya pulau mna ?,1
Emang apanya yang di tonton ya??? Kok makin aneh aja ni Orang JAWA,1
Penggaruan sla satu sumber maslah membuat anak Indonesia smkain tertinggal dari negara2 maju,1
Dari mukakknya semua magrib. Jamet,1
Keturunan prindavam semua😂,1
Terbelakang bener daerah sono,1
Jangan jauh2 ke prindafan di indo jga kan ada,1
JATIM WILAYAH FULL HAMA,1
india selatan kah ini?,1
tebak jawa,1
Gimana ya nyadarinya,0
Tebak daerah mana kawan2???.... betul sekali daerah kerajaan Mul....,1
Makin kesini ehh makin kesana dan makin jauh..😂😂,0
Sdm rendah joget koget,0
Klo ke pengajian atau di tempat sholawat bersama sih saya acungin jempol,0
Lagi lagi apa?Yap benar DJAWAAA,1
Ketika akal sehat tidak bisa bekerja,0
Kok pada rela berdiri desak²an hanya untuk lihat speaker,0
Saya mencium bau-bau ketek prindapan,1
India kah?,1
Jawa lagi ... Jawa lagi,1
Di sambar petir kek biar bubar,0
Prindavan pusat,1
Emang pada susah klo dikasih tau,0
keterbelakangan yg di lestarikan,0
Ini sudah pasti Orang Jawa,1
oohhh.... jd muka SDM RENDAH kaya gitu yaaa...,0
Nonton speaker doang sama musik ga jelas pemecah gendang kuping wkwkkwkw Ja** ja**,1
Sama kayak di india ya,1
😮kumpulan orang2 gak jelas😢,0
pengen ngakak hahahahah,0
Indonesia bagian jawa bikin cemas,1
Wajah2 org bdh,0
Masuk ke club malam kan enak 😂😂😂,0
JAMET PRINDAVAN jawa,1
Dijatim juga ada yang kayak gininian gak cuma di prindapan,1
Bahagianya orang itu beda beda jadi udah lah ga usah saling merendahkan,0
emng jatim hama horeg,1
pentonnya semua sdm rendah dari kalangan miskin😂,1
Kirain ada yg joget😂 ternyata cuma sound yg di tonton😂,0
Dokter THT tersenyum melihat ini..,0
Fix setelah nonton pasti pas dipanggil ga dengar,0
Apa gada lagi hiburan yang enakan dikit😂,0
Ya allah kenapa in manusi2 😢,0
Prindapan cabang java,1
Di Prindavan kah ini,1
Jatim kah?😂,1
Nora Lo jawa,1
Di club malam aja GK mampu kh warga Jatim,1
Aura kuli dan pembantu nya kuat sekali,0
Wujud asli pemuja horeg. Gw mayoritas pp gw lagi liburan.,0
Kira2 masuk kategori org yg keras kepla gak ya?,0
Kelakuan jatim selatan wkwkwk,1
Bagaimana klo kita coba ide nya Coki Pardede?,0
Sdm rendah masih banyak ternyata,0
Muka y SDH pantas smua,0
india x indo sahabat selamanya 🥰,1
Yang bener tuh sorek bukan horeg salah tuh,0
Buang saja JATIM,1
mending berak di garis putih bener aja,0
😮Aku melihat auara perindavan di wajah mereka….,1
Warga Jatim kontol,1
Pridavan Jawa timur,1
Harus bilang apa ya.... Gak bisa bilang apa2,0
Jangan bilang ini di Jawa😂🤭,1
Pentingnya kualitas bukan kuantitas🙌,0
SDM terendah yg pernah ada,0
DI SURUH JADI NEGARA MAJU SEDANGKAN SDM NYA MASIH DI SILIT,0
Persis prindapan,1
Saking gadanya hiburan😂😂,0
propinsi prindapan timur,1
Penontonnya kenapa bengong??? Kan nyetel musik bukan nya joget,0
Persis warga prindapan...malu dg Jatim Jamet bet anjirr,1
Selama tidak di pemukiman warga its oke,0
Horeng India sampai ditiru di Indonesia berarti India lebih top ya sampai di ikutinya,1
Kalo enggak jawa ya jawa timur,1
Ini akan terjadi secara turun temurun,0
Itu pada ngapain?? Tlg di Jawa🙏,1
Mmpung lagi kumpul langsung dirudal aja,0
Tak kira prindavan..kok GK ada klason2 nya..ternyata negeriku.😂,1
Kelakuan orang kampung😂😂😂😂,1
Pantes Jawa org2nya banyak yang miskin selain cina Jawa ya,1
Nonton suara ??? Aneh orang-orang prindapan.,1
Padahal cuma mp3,0
Pantesss Indonesia ga bisa maju ternyata buanyaaak banget SDM rendah nya.yg pola pikir nya instan apa2 menyalahkan pemerintah keliatan sekali aura nya,0
Wajah wajah madesu lagi kumpul😂,0
Hiburan kaum SDM rendahan.......,0
Ini lah kaum iQ rendah 78,1
Kenapa rudal israel ga jatoh disitu aja ya,0
Jawa Timur cocok gabung aja ke negara India,1
Pemandangan yang aneh bagi kalean yang normal sdm nya,0
JAWIR JAWIR,1
jawa smua,1
Kadang gw merasa herman ama orang2 Jatim 😂,1
Prindapan benar-benar nyata,1
Lamongan aman boy Alhamdulillah,0
Memalukan orang jawa,1
Segitu banyak sdm secentong semua? Ehh,0
Brisik bnget njirr jngn sampe ke Kalimantan yng beginian,0
Emang kaya prindavan kalau bisa orang yang suka begituan kita pindahkan kee prindavan aja,1
Yg di lihatin penonton apa sihh....dr kmrn gue ggk paham😂😂😂,0
Warga prindavan cabang jawa,1
Tau kan kenapa nasehat ga masuk ketelinganya,0
Mereka para penonton suara,0
Beginilah tipe2 penganut 𝙈𝘼𝙉𝙂𝘼𝙉 𝙊𝙍𝘼 𝙈𝘼𝙉𝙂𝘼𝙉 𝘼𝙎𝘼𝙇 𝙉𝙂𝙐𝙈𝙋𝙐𝙇 😆😝😆,0
mending pindah ke India kasta bawah bg dijamin laku,1
Inika Yang ada di Jawa sana,1
Memang 11 12 sama prindavan org jawa,1
Kasta terendah sekali Tidak ada modal ya untuk buat hiburan yang tidak menggangu aktivitas orang lain ?? Tidak dapat dipungkiri ini lebih rendah dari pridapan,1
sering keluar fyp sound india/frindapa  tp kok ini muka2 indo 😮,1
Yang aneh apa nyaa😂,0
Alhamdulillah di kota gw ga ada,0
Syukur aku ngak tinggal di sana,1
bener bang prindavan cabang jatim,1
Tombol yang suka horeg👉,0
Di hipnotis lampu,0
Jatim emang agk laen😂😂,1
Acara festival yang menurut gw banyak merugikan,0
Asli buan2 waktu 😂,0
Sound itu didenger ya bukan ditonton.,0
Memang asli sejati prindavan.,1
Suara karnaval horeg yang terlalu keras bisa mencapai 135 desibel. Suara di atas 135 desibel hanya bisa ditoleransi dalam hitungan menit saja dan dapat menyebabkan kerusakan permanen pada pendengaran.,0
Untung di kotaku nggak ada yg beginian,0
😢😢😢😢😢😢 ya Ampunnnn ko bisa ya pd kompak orang aneeehh smua,0
Jawa ngapak semua itu pasti 😂😂,1
Anak anak jepang tertawa melihat ini....,0
Gw cuma mau ngasih tau ada technology yg namanya headset atau TWS klo mau denger musik gini doang mah. Atau datang ke gigs atau konser aja gitu dari pada ntn truck yg ada sound nya 😂😂,0
Wajah kampung semua ya,1
Sebanyak itu manusia gak guna ya.,0
POV: manusia penasaran sama dunia berkerja,0
Org jawa keren2 wak.. orang Jawa keren smua dah.. pokoknya pulau jawa best,0
Sdm jawa serendah itu,1
Liat ini kawan² mereka saling merendahkan sesama Jawa.. 😂😂,1
Jawa tengah diem karna bingung PPN naik 12% tapi UMR stuck.,1
hanya Jogja di jawa yang ga stres,1
Gini amat hidup di jawa 🗿,1
Yg jual agama dari Jawa mana,1
Jateng Masih mending lah ya gaes,0
Jawa dgn kesibukannya🗿,1
Sama sama SDM rendah ko saling hinaa🙌🙌,0
Jogja klitih,1
Jogja untung ga ada😂,0
Menghina jawa tapi jalan depan rumah masih tanah adalah rasa sakit yang sesungguhnya,0
Bang udah bang gw cpe tinggal di jateng🗿,0
Jawa Tengah ditembak,1
Tanpa jawa pulau lain sekumpulan primitif🗿,1
tapi ad kesamaan dri ke 3 jawa ini. Yaitu sama² jualan agama🗿🗿,1
ja wa=hama bumi,1
Jabar Sunda pengemis,1
Untung bukan jawa aku lho 😭🙏,1
untung tenga bagian pucuk...,0
yang paling meresahkan Jawa Timur 😢,1
Untung gw Banten bukan jawa 😂,1
Ingattt kangg tnpa Jawa tidak ada yang namanya Indonesia 🙌,0
Udh NPC ya NPC aja GK ush ngejatuhin Jawa yg udah banyak di atas kalian,0
Kalian luar Jawa kah?,1
Hanya Jogja saja yang normal🗿,1
@muhammad.rafli117 sepertinya adaptasi sudah tidak mungkin 😢,0
@yawis_setarah_bae fakta di lapangan 💀,0
J-team paling meresahkan,1
Jateng Gus gusan habib habiban,1
kekayaan alam🥰,0
Jateng bagian barat cuma bisa istighfar liat fenomena ini,0
DI KAPIT ANOMALI RANDOM CO,0
smpai mereka satu pulau pun saling merendahkan krna malu ny dgn penduduk tersebut🗿,1
jateng kan otak bansos di pilkada kemarin 🗿,1
Reaksi Banten:,0
Pengen beli tanah di ikn,0
Jateng banyak klitih,1
Emang dayak,1
Jawa Yg kebanyakan main gus gus an itu dijawa mana,1
Katanya Sunda bukan Jawa der 🗿,1
goyang sadbor selama ga promosi judol ge setuju aja😂,0
Jateng yang lucu UMR nya,1
Jawa dengan ke primitifan lokal,1
JATENG = maling mobil 😂😂,1
Sama sama punya dark sistem🗿,0
Jawa emang lucu ya,1
Sbg orang jatim saya miris 🗿🤣,0
jawa tengah jokowi,1
Ngakak ganjar🤣,0
Untung gua Jawa selatan 🙌,0
Mau di rendah2in TANPA JAWA INDO PUNYA SEJARAH APA!! YANG LAIN KMANA? FUNGSI? APA PERLU DIADAAIN GENOSIDA KALO GAK FUNGSI??,1
Jawa tengah mau aneh2 modalnya juga mepet,1
DIY nyimak wkwkwk,0
Yg komen juga banyak jawa harusnya dukung,0
Biarin aja selagi gk ngerugiin kalian. Saling menghina adalah propaganda luar untuk memecah belah bangsa! Waspadalah!,0
Jawa mid laen hama wkwk,1
Klo diluar Jawa masih bikin api pake batu🔥😂,1
Jateng rendahnya umr😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,1
Jaranan kesurupan Jawa Tengah 😂😂😂,1
jogja aman🤣,0
Jawa tengah mah aman,0
Yg tengah hama,1
Jawa barat dikatain jawa langsung ngamuk jir😂,1
Jakarta klo tidak jadi ibukota kayak gmna ya,0
Lah JAWA TENGAH bukan banyak gus gusan sama habib habiban yg jual agama ? 😂,1
Argh aku busung lapar.,0
Jawatengah: gaji UMK 2jt😢,1
Jawa midlaner kena rasisnya wkwk,1
Ga salah nenek moyang ku. Ikut transmigran ke medan🔥🔥,0
paling wadidaw diPulau Jawa itu sebenernya diIbukotanya soalnya ada Gedong DPR. 😂😂,1
Alhamdulillah hidup di Jawa Ngapak udah terlalu nyaman 🤲,0
Sadbor masih lebih baik buka loker tanpa syarat batasan umur ga ngerugiin orang lain,0
salam dari banten kidul,0
Demi fyp Sampek nyebut nama suku jawa🤣,0
Kelakuan sunda ama jawa🗿,1
Di rasisin suku lain❌ saling rasis sesama jawa✔️😂,1
Jawa Tengah keluar malam malam klitih berkeliaran💀,1
bangga terlahir di sumatera🔥,0
di JAWA TENGAH PENUH BOTI,1
Kok liat komenan jawa haters unik unik ya😂,0
Untuk jakarta GK termasuk wkwkwk jakarta mah bagian komenin doang,0
Mending sadbor ga ngerugiin orang lain,0
untung jadi warga jogja😇,0
Jawa Tengah lagi musim Gus gusan,1
Budaya russia perang,1
Jawa Tengah paling normal,0
Yg joget ngemis ngemis di tiktok suku mana sih🤣,1
Pada urusan tentang ras aja ya,0
Plg bnr di sulawesi,1
Berantem kalian Javva🤣,1
Sepertinya memang ada yang ingin memecah belah..berapa bulan setelah pemilu ini banyak orang2 sangat rasis tentang wilayah indonesia,0
Jawa kenapa sihh...,1
hadeh admin puber esempe ini mau adu domba,0
Dipulau jawa cuma jakarta yg masih waras.,1
jateng umr rendah gara' dijabat 10 taun gada peningkatan samsek tu umr 😹😹😹😹😹,0
Yg penting nggk merugikan orang lain...🤣🔥🔥,0
Meme bocah. Bocah smp akun meme hasil beli juga ini🤣,0
Jawa Tengah Mafia Sholawat,1
Mayoritas jawa sdm rendah,1
Team Sumatra Utara Gw bang 😂,0
Jangan disamain yaaa mereka mah jamet,1
djawa adalah koentji kemenangan,0
Serba serbi jawa,1
Sesama Jawa saling merendahkan 😂,1
Orang j emang beda🤣 kyaknya mereka dianugrahi kuping baja yg kedap suara dari tuhan,1
Pokonya Indonesia kalo ga ada Jawa ga seru😂,1
Astaga dia JAWA,1
Emang anj cok umr jateng rendah banget,0
Ada apa dengan jawa tengah kenapa umr nya gk ngikutin barat sama timur😢,0
Itulah jawa,1
orang Sunda mana mau disebut Jawa 🗿,1
Jawa = Kontol🤣,1
Kurang madura,1
Rasis nya anak kampung,1
jeritan tak terpandang minggir dulu🙌,0
Ini lahh alasan pulau Jawa sering dikata katain. Ya perkara 3 ini.,1
Tipe tipe jawa dan karakteristiknya,1
Sesama jawa tidak boleh saling menghina🗿,1
Yg percaya habib habib palsu itu jawa mana??,1
Perasaan Jawa dulu gak kek gini dah,1
India nya indo 😂,1
Kategori prindavan 🗿,1
Pesilit ada di timur dan tengah jangan lupa😂,1
Jawa tengah MULYONO membuat susah anak cucu,1
ini kah yang menyebabkan ibukota pindah😂,0
udah selesai masih aja digoreng satt,0
Plat Z mana nih? Kita aman bos😍,0
Jawa dan Sunda adalah?,1
Jawa 🙌🙌🙌,1
Halah UMR 2jt menghibur diri😹,0
Jateng masih menjaga adat dan tradisi,0
Suatu kesyukuran tidak terlahir Jawa,1
Umr rendah sok keras,1
Jawa sama Sumatra sama aja. Banyak binatang purbanya,1
Jawa Tengah rebutan gus gusan 😂,1
Kalau Dijateng Ada Gus gusan Kan menyatu sama jatim jadi sama dijateng pun juga ada gangster geng motor sama seperti dijabar soalnya kan menyatu jadi sama🤣😂,1
Cuma jateng orangnya benar,1
Semua suka jawa🗿,0
jawa midlane,1
Orang luar jawa pada hah heh hoh liat sesama jawa pada ribut😂 btw gw juga tinggal di jawa 🤣,1
Bhineka tunggal ika nya luntur🙌,0
Klo yg suka habib2 gus2 Jawa daerah mana ya,1
cuma beda Jenis hama nya saja 🗿,1
Jateng adalah awal mula rusaknya tatanan Indonesia 😂,1
jawa tengah sibuk di bidang politik ehm...🤣,1
tidak ada cara lain,0
Jawa Tengah begal/ klitih,1
Untung guwa di sumatera utara GK masuk list yang begini🙄🤭,1
tapi orang jateng kebanyakan ga neko2 dibanding jawa bagian lain,1
Jawa knp sih,1
masyarakat+masyarakat+pemerintah,0
Jawa tengah gus gusan sama ada oknum habib😮,1
prpinsi jogja nyimak 🤣,0
Aku Sunda dan aku bangga,1
Maaf kita sunda bukan jawa. 😂,1
gini2 pun sumber SUARA 🗿,0
untung saya jawa ngapaj 🔥🔥🔥🔥🔥,0
Jawa tengah tempatnya orang mumet umr rendah bahan pokok pajak naik terus,1
Hoba awok awok 🤣,0
Sound horeg udah mulai masuk jateng juga,0
jawa timur udh ga tertolong jir,1
Jawa Tengah tuh masalahnya keluarga solo,1
Bali nyimak 🗿,0
Jogja gak ikutan Jawa kan yaaa 🗿🤣,1
Untung saya lahir di Jawa selatan 🗿,1
Hati-hati Banten dan sekitarnya takut terkena wabah SDM😂🗿,1
UMR rendah tp liat destinasi wisata paling tertinggi menyala Jawa tengah🔥🔥,0
Jateng DIY nyimak,0
1region saling hina😹,1
Jawa doang?,1
Jawa tengah ada raja jawa. 😂😂😂,1
Umr sragen: haloo,0
Jawa Tengah kayanya aga mending deh,0
Sehebat apa sih kalian bre??,0
lho lho Jawa Tengah ada keluarga fufufafa!,1
Belum Sumatra ini,0
Pesona Jawa tersebar hingga pelosok negeri. 😂,1
Gpp jawa dari pada batak dan minang,1
Akun yg seolah olah tujuannya bikin onar🥴,0
gak ada yg berguna Jawa,1
Jawa tengah lebih gede umrnya dri pada jogja ngab,1
@banzt_zy @clovdlyone @fajarrribrahim sosok asli penghuni jawa,1
Jawa tengah ada itu sih main kyai2an,1
rata rata Jawa nih hamaa pantasan banyak kejadian,1
Jawa lah... Gini anjir🗿,1
Jawa tenggara 💀,1
dari pada elu pridapan🤣,1
Umr rendah kami bukan hasil viral dan nggak bikin repot kuping orang,0
Vidio yg di Jabar dan jatim bikin emosi liatnya!!!,1
sadbor seengak ny gak gnggu orng,0
Gk boleh Rasis tapi mereka sendiri yang minta kannnn,1
jateng umr rendah tp semua ada+murah😂,0
yg sering kesurupan jawa mana der??🗿🗿,1
Luar Jawa ga ada peradaban ap y? Ga pernah ada kbar,1
Jateng paling mengenaskan,1
kebanyakan orang jabar ngga mau di sebut jawa,1
Jawa tengah pada naik gunung semua😂,1
Pengen bangt bikin Banten jadi suatu pulang yg terpisah dari jawa😂,1
Lucu liat orang Jawa rendahkan sesama orang jawa,1
orang solo mantau,0
Infokan provinsi safe zone,0
WAJAWA,1
Jawa Utara dipenuhi dengan truck sound rem yg bikin mual jir,1
Ingat Jawa Barat bukan Jawa.,1
Sadbor mah tidak meresahkan orang banyak. Kalo sound horeg itu meresahkan orang banyak,0
Jadi pengen liburan ke pulau Jawa,0
Untung cianjur,0
Banten gak diajak bang🗿,0
ad padang ga,0
Untung gua di Jawa utara,1
Umr rendah tapi sdm tinggi😁,0
Jawa Barat ke gini ????? Gak yakin saya,1
Jateng tu umr rendah tp masih banyak harga barang yg murah jd pandai2nya pakai aja sbnrnya....moga bisa pulih mengikuti yg lain zaman pak prabowo,0
🤣jawa orang tuaku tapi Kalimantan Timur tempatku Lahir dan besar 🤣,0
berbagai jawa,1
Pantes orng jawa pada ke jakarta ini sebab nya kali ya😂,1
Rasis,0
Mana aja nih yang dari jateng wkwk,0
Jawa tengah ada Mulyono fufufafa sama Ganjar,1
Jawa Tengah kasus curanmor di Pati 🗿,1
tebak pulau inisial jawa,1
Sory gua jawa barat tapi gua jijik liat joget sabdor apalagi ampe satu kampung geli liat nya juga,0
PRINDAVAN NYA INDONESIA Jawa apa temen2?,1
Jateng: gus gusan itu gmn?? 😂😂😂,1
UMR rendah bukan salah warganya dong,0
solo untung ga ada,0
Kaga ada yg jelas,0
jawa mana yg jual agama?,1
Jatemg gangster,1
org Kalimantan nyantai dulu gx si🗿,0
Untung jaksel bukan bagian dari jawa wkwk,1
Emang jabar itu jawa ?,1
Jangan lupakan damage kehancuran terbesar buat Indonesia dari jawa mana... 🗿,1
Pusaaat nya kaum sdm rendah primiitf ada di pulau jawaaaa prindaapn nya indo,1
Tanya sama si agus,0
😂😂😂la kalian BIKIN SOUND gelegar mudah 😂😂😂😂,0
Jateng dri dulu ga neko neko,0
Hanya Jawa utara dan Jawa selatan yg tentram 🔥,0
tp d jateng damai bnget,0
Seharusnya Jawa Tengah pemandangan nya,0
Jawa tengah pati doang aib nya,1
Cukup dengan perjawaan lagi,1
Bersyukur bgt tidak lahir dijawa🗿,1
Jawa Tengah gus gusan kontol 😂,1
PATI?,1
Jawa Jawa kalian baku adu saja,1
Untung saya Jawa normal,0
Yg terahir gelapin mobil😂😂😂,0
Hai Jawa Tengah jgn playing victim ya.. Ingat anda punya Pati 😂😂,1
Jateng dikepung Jamet 🗿,1
Malu maluin bnr gw hawa tpi gada demen nya ama bgtu bgtuan 🗿,0
Untung saya di Jakut (Jawa Utara),1
Jawa utara ga adakah?,0
timur paling nggak modal milyaran 🤣,1
Jogja dunk senggol dunk 😂,0
Jawa maju terdepan modern terbaik.. 👍,0
Hanya jawa selatan yg selamat 😂,0
4 thn sudah nggk di jawa 🥰.,0
Postingan provokatif bukan sih,0
Segininya SDM kita hingga saling merendahkan Suku dan agama..,0
West coast sama East Coast banyak tingkah hahaha,1
Berbagai macam jawa,1
Tampa mereka sadari Jawa kotanya lebih asik dan maju. Daerah lain masih hutan dan jalanya masih lumpur 😂,1
J-Tank mafia Solawat,1
Jawa Tengah kesenian yg kesurupan itu Lo 🗿,1
Jogetan orang sakit 😂😂😂😂 sunda mah paling beda 😂😂😂,1
Pati jawa mana sihh ?,1
😂😂😂 bikin beginian merasa lebih baik min?? Yg ngelakuin gg lebih dr 1% dari kedua provinsi tsb,0
Kumpulan dark sistem emng ternyata😂,1
Bantengan dong wkwk,0
Umr rendah katanya😂😂😂😂😂😂😂,0
Jateng ada Pati kota maling 😂😂,1
Jawa Tengah netral🗿,0
Jawa Barat? Itu suka bumi doang,1
Lelucon jahiliah,0
Hanya Semarang yang gak neko neko,0
Nasib tinggal di Jawa🗿,1
Untung Banten masih normal,0
Inilah berbagai contoh yang banyak dibilang oleh orang-orang darii para player game MLBB meresahkn 🙄🤦🏻‍♂️😌😒😏🤣🔨,0
Trus presiden kita org apa dr dlu ??,0
Kalo digabung total jadi next Vrindapan 😂😂,1
tiktok tempat sarangnya indonesia emas😂,0
Jakarta lebih aman derr😂,0
CB=HAMA,0
Raja Jawa ada ditengah😂,1
Jawa kontol,1
Untung gw Jabodetabek 😂😂😂,0
Ngga semua Jawa Begitu..Tapi yang begitu sudah Pasti Jawa,1
Kalimantan ada juga yg joget gak jelas ya bg?,1
Sesama jawa saling menghina sih ok2 aja ya imbang. Tp kalau luar jawa menghina jawa? Berasa kayak warga vrindafan menghina Indonesia 😂😂😂.,1
JAWA TOLOL JAWA GOBLOK,1
Anjay saya org sukabumi malu,0
Udah waktunya kita lepas dr belenggu jawa . 🔥 Indonesia bukan JAWANESIA,1
sini mampir Wonosobo aku yg jadi fotogravrnya deh,0
combo yang saling melengkapi,0
Jawa tengah jaranan kesurupan,1
orang dengan genetik J,1
Jateng diem diem bae lah daripada kek tetangga😅,1
Jawa dgn keanekaragaman nya😂,1
Untung gua asli Banten bukan jawa😂🗿🗿,1
Alhamdulillah tinggal disumatera 🙌🗿,0
Cari uang sambil joget di jabar lalu beli salon di Jatim setelah itu di rental ke jateng dan gak pernah kembali lagi,1
Jateng? Dih kasta terendah di Jawa wkwkwwk😂 jalan rusak + UMR rendah + pemimpin korupsi 😂,1
Jateng kebagian ngrasa malunya si 😬,0
